P_1.RIC_1	P_1.RIC_2	P_1.RIC_3	P_1.RIC_4	P_1.RIC_5	P_1.RIC_6	P_1.RIC_7	P_1.RIC_8	P_1.RIC_9	P_1.RIC_10	P_1.RIC_11	P_2.RIC_1	P_2.RIC_2	P_2.RIC_3	P_2.RIC_4	P_2.RIC_5	P_2.RIC_6	P_2.RIC_7	P_2.RIC_8	P_2.RIC_9	P_2.RIC_10	P_2.RIC_11	P_3.RIC_1	P_3.RIC_2	P_3.RIC_4	P_3.RIC_5	P_3.RIC_6	P_3.RIC_7	P_3.RIC_8	P_3.RIC_9	P_3.RIC_10	P_3.RIC_11	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_5.RIC_1	P_5.RIC_2	P_5.RIC_3	P_5.RIC_4	P_5.RIC_5	P_5.RIC_6	P_5.RIC_7	P_5.RIC_8	P_5.RIC_9	P_5.RIC_10	P_5.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
2062800	2468200	2312000	2155700	1738200	2376700	2616300	2093300	2229300	2127600	2454600	1891200	1857900	2461400	1997100	1540200	2045900	2317500	1914500	2122300	1809200	2159000	6531500	6456400	7026600	6805800	5628400	6801400	6092300	6984300	7206800	5622000	40423000	39930000	27926000	40465000	40455000	32034000	29772000	43576000	46991000	38921000	34677000	5241600	3624700	4867600	5173700	4689800	5050200	4025900	4324600	4693400	4801700	3903100	38816000	59286000	39549000	55504000	42756000	45344000	41610000	42911000	42196000	50215000	39221000
3862.6	6519.5	3833.6	4400.6	4935.1	4979.7	6144.4	4917.6	4515.2	5003.5	5124.4	14969	19843	23121	24383	29723	27378	24341	29286	29233	25807	25346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23113	37123	27978	26740	27646	29913	31978	31890	25606	32586	27442	20836	24032	22114	25785	23666	24294	24122	28037	19275	20724	19069	26609	37621	40238	47816	43551	44883	43609	33863	41903	46276	31638
70160	79799	78938	69018	74887	64654	87562	79875	60175	69668	93634	59990	56895	79502	85936	44801	61396	62670	58661	90265	71356	76056	496610	577980	456110	592630	521520	840320	438620	742860	565410	565960	115010	142480	143550	161470	146730	130850	138650	121730	167440	180490	139400	291440	224630	414410	222280	406060	254320	281160	159650	335410	190310	210190	98251	109450	104940	90027	91301	76696	93416	92508	74500	105890	91821
46671	93631	64863	46504	107020	47441	48276	60213	41158	54939	57890	33950	28863	29732	32224	28542	28519	35167	39106	44038	29878	37781	126870	277020	177090	151060	171880	142020	266830	201720	181260	166550	213240	645510	164990	202700	283350	310440	163820	305940	144300	174440	185490	35946	50129	63942	49941	90155	42453	69904	41041	48259	61975	47023	190690	213870	247700	322440	222050	237700	265160	258110	225220	300950	230690
17008	23439	19018	15264	20519	16413	16909	18825	20047	16821	17138	11546	8146.6	8836.3	9856.6	10276	9714.2	8429.2	11783	9795.8	9820.4	9147.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14909	25010	16307	18731	17306	19493	21524	22894	15738	25913	21176	16655	10622	10224	15519	6968.5	17214	15050	19903	15919	16624	13558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21399	27693	23510	21061	18925	22058	24160	26731	16173	27214	22100	17761	10763	11185	18658	15588	15946	15394	15749	14914	16041	13447	29575	71007	39946	23896	36047	28129	56149	31582	52547	32403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42398	49434	57065	55850	82196	49097	73221	48382	83402	55243	51304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18292	46095	23867	16985	23144	16371	23133	28507	14837	21984	18851	19492	11478	14726	21442	16809	16363	18771	20220	19932	21371	19486	21899	62504	47651	24808	44291	25228	58837	42102	29771	28242	60192	146140	25867	42094	56815	74777	26069	77908	35105	54429	37584	15088	24998	23554	22673	47345	18489	31733	22462	19122	19066	19174	49025	47739	64193	59622	54789	43259	32147	52281	43825	72650	52909
49138	39650	38909	43629	36550	49396	58784	54244	48969	49456	37801	56321	39113	42893	77905	72167	48456	57814	72471	46147	60408	52449	56337	146470	108520	43925	63895	51354	117950	59367	52983	54285	138230	723560	126770	218370	178950	335600	105800	222880	143720	131430	126110	98262	116500	138290	123630	230530	91302	223650	100030	119160	114940	91747	200270	265120	243950	282850	236670	179580	158360	239010	297910	285850	230850
62380	174010	74263	79073	66311	102310	77130	125120	49418	146320	76531	69523	47206	45448	84444	37967	62613	68816	98732	74056	66246	58362	59284	237010	140490	98970	146340	61172	204350	106030	135000	88717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137390	214780	177210	230820	454220	152780	416320	191480	238780	184580	164090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32007	95413	56163	44182	56539	48774	47551	61710	27102	59262	45917	63319	65227	54341	75053	46176	66245	68489	79231	55166	83274	61108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	236540	462220	185980	329090	238000	309490	194090	378830	162850	302190	150240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256490	324930	331500	384580	316320	244710	196460	333060	317230	429600	298180
345150	546120	399800	419570	508620	413980	416250	399800	266070	486100	387910	416580	277750	284700	514280	272300	516710	503420	683370	404610	493210	412700	475580	1478000	1157600	421490	939620	542060	1525000	820900	1123500	766110	2825300	6515200	2427700	3461400	2872900	4390700	2112400	4581500	2188800	2522800	2451400	660210	919480	801220	1222800	1717500	967900	1438600	996630	767010	1372300	873570	2659900	2975900	2597800	3551100	2356400	2474300	1315600	3571800	3530300	4343100	2728000
531410	881300	680360	833070	702190	906320	758730	978580	782260	1339600	754010	957010	477870	413090	975570	617120	849280	720730	1063800	681110	912180	685490	1170500	3028500	2228900	1034000	2253900	1179100	2466000	1809600	2423300	1552700	4063400	14688000	3496900	11463000	5586100	11360000	4023300	12107000	6056300	7434100	6389200	1300300	1599100	1780000	1378400	2532700	1450800	1947900	1222000	1134800	2014400	1285700	4172500	8152900	8379000	5845900	4517600	5407000	2197500	6065600	5097600	5209000	5287600
164570	388890	228810	272500	119390	225410	216140	247120	120880	295200	220040	134640	142310	118910	282890	172640	305390	403630	564990	150690	354780	195950	450690	1065700	1195400	342530	776370	495180	1486500	621250	890510	598640	1314200	3397400	632690	1752300	1721400	2072200	934090	4480800	1771500	2159800	1402700	339510	650670	441510	956490	860640	560630	821210	682600	326470	700070	455540	770240	1828900	1288100	1412900	847440	951200	345940	1447200	846550	1076000	1070000
397720	553940	496460	368200	258400	396590	503850	553130	288000	442370	362720	474510	286020	256630	615470	278010	614620	613920	702300	339680	484380	383880	457590	548990	915530	340690	564120	415040	717220	542650	1186700	471620	2036700	4035600	1247000	3650700	2208600	3120300	1801300	6069700	2321300	3915200	2056100	461690	656820	703830	992750	1663800	827600	1271300	752760	384520	728620	550540	1834000	2688900	2440200	2586600	1598000	2304200	788090	1903900	2276500	2474900	1823400
61384	127150	85107	157210	79203	215240	82280	57522	58249	85878	81621	78353	60413	93783	95803	70867	92626	97940	184100	90014	180830	98572	194080	154580	638300	100120	124340	139830	162430	187620	170230	170440	248450	1513200	280390	175700	512900	467200	407560	672520	282550	278480	349280	141240	108740	369690	249620	187700	140130	227370	371830	103020	166790	169180	397830	584530	181560	661720	217220	347740	172760	428160	856780	321410	348200
411400	1187900	860440	452100	1312700	405060	605550	718670	371810	574010	571610	379810	456360	515420	571500	461730	541370	514450	722540	788240	474540	628350	774670	3941200	1749900	1346700	1995200	1134400	2895900	2040300	1559900	1298700	6798700	20245000	2858100	3743800	8653000	8296700	3684800	7896600	3479600	3309600	3874400	607810	1181300	1364800	1067700	2612000	950770	1244400	804730	1101900	1173400	918580	2921500	3984300	4165400	6981500	4812700	5476600	4889400	4537400	5269100	7223000	4640100
809140	488740	484650	578610	500650	521120	655850	404820	389700	599200	709230	737990	429420	441770	600350	518680	546790	761700	543400	604400	689670	604960	856480	1766100	1298200	468820	1152500	839550	2783700	1138400	1414000	1021400	10228000	10966000	3384100	5172700	6042500	9652700	3189800	7878700	2336100	2710300	4272600	1081400	1043000	1268600	1956200	1814000	997030	2577700	1382300	1427200	1851000	1377800	9249400	4976700	6309200	7663900	5931300	3742400	3351600	8538900	7535400	12538000	6158900
112660	70620	49371	95515	54216	70846	71311	60897	41824	74274	73730	70270	61815	67962	71504	48387	43138	104210	79945	53940	59350	67875	173780	195050	231100	108360	203030	156130	520340	239560	139960	170790	840700	734140	305370	405760	245750	464510	201610	435440	180860	230860	337910	187460	97737	116140	154740	124420	87912	281150	184290	277850	152540	156060	290480	260410	328420	416290	404690	210420	238210	696190	450580	506360	354650
16676	10681	11423	8814.2	19716	30601	11250	18971	9516.2	17103	13812	7397.3	7724.9	9768.6	8633	14838	7849.3	9398.2	6566.8	10909	9793.7	13877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24392	8390.7	11070	13318	22076	14439	13012	10390	11033	11377	13588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8139.8	18439	10869	12387	7562.1	9054.3	13433	9408.8	7766.9	11818	12305	4289.5	3725.5	6733.9	5879.8	11144	5564.4	5032.9	3945.7	8670.3	5200.9	7759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9439.2	17980	12669	34255	33710	17287	18028	11320	25045	14980	15350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79444	67378	75941	76370	125280	65274	65779	74193	96382	80162	59637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19100	8927.9	8615	11912	12076	8129.9	9682	13662	8628.8	8117.3	14953	18353	7164.7	10028	9441	34392	10594	7177.2	8163.7	9411.5	10893	16277	16270	5365.3	5345.3	8103.6	3673.4	9701.5	6588.3	9842.8	5930.1	10479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15376	14319	28566	13864	50140	14879	23346	13534	12310	12059	18454	153960	93335	139260	87645	62017	73979	113750	76502	114610	91946	92862
4417700	4951000	4783000	4860300	4116100	4685400	4989300	4211500	4057300	5403500	4736600	3631100	3741200	5413000	5109000	3807200	4835800	4284600	3133700	5897700	4413600	4610700	12610000	12264000	12751000	14735000	12890000	9663600	11543000	14344000	15154000	13349000	223750000	265200000	241610000	226140000	339800000	243300000	390510000	309210000	281200000	258490000	230180000	13888000	8852100	13357000	11129000	10163000	13533000	12615000	13254000	11993000	14922000	10333000	234280000	303910000	226440000	320410000	317060000	277010000	433910000	197060000	285800000	392680000	2.65e+08
1104400	961910	1120900	861690	5249100	1363900	1502800	817030	994620	1302000	1385700	1141000	849050	1480700	1235300	1753000	1073700	1187100	979600	1684900	978520	1560100	2395800	1967300	2157000	3271800	2281900	3958800	2408600	2241200	2631200	3197600	6201900	7372800	24792000	7215400	13104000	6493400	13742000	6662500	9063700	9480400	11022000	2802200	1572900	2120800	2359400	2480200	2393200	3362900	3242900	2116200	1838100	2375800	9711400	8903700	8769600	10626000	11262000	13641000	15011000	10648000	20001000	10348000	10250000
400520	671800	458420	563170	453130	614690	615040	495340	432470	598130	483000	314640	476170	631420	652400	369110	562170	493940	379550	548270	540720	475230	1503100	1748000	1893500	1671000	1951300	1547100	2165400	1943000	2106600	1630600	47490000	71642000	39794000	45952000	46413000	63929000	93649000	72834000	58931000	53292000	48715000	4302700	3761100	3808500	3369000	3597500	4427100	3165900	4380400	3457400	7351200	2112800	33690000	90694000	39397000	55011000	40447000	30172000	49296000	20503000	61635000	48963000	41514000
490840	643300	698950	574940	3027300	688630	1053000	509420	589160	754240	743150	430360	535800	635640	420890	800980	481690	395110	318660	699910	470640	681480	2121500	1361800	1761500	3313400	1185700	2548400	1417700	1847700	2214600	2193100	4446100	5846200	16159000	4816400	8674600	6834100	11322000	5418700	6816200	7947900	8358800	1714000	720380	1568700	1139200	1661000	1244700	2498000	1764800	1515100	1295100	1482600	16869000	13970000	10796000	17852000	15356000	14408000	12979000	10346000	29863000	21307000	14470000
195520	216940	262460	199970	2113000	294580	608470	156160	260490	243590	380740	393410	370350	368530	264030	570130	303200	255550	209410	346020	326180	508860	656230	271110	314230	502760	361940	933520	233530	321890	330080	553680	2160000	1380500	6355400	1454900	4052100	2097700	3894000	1429100	2676400	2885100	3177500	910780	383210	821570	864940	1076400	456070	1599000	704000	740350	518300	843530	2805700	2108000	1575000	3325100	3623600	2367000	2997000	3029600	8107600	3164600	3053900
326790	288970	367650	347430	1894800	333470	953930	214500	382360	336900	546240	380490	296290	331120	239990	584210	254980	254000	173990	506680	266910	571130	1772900	615320	1135900	2518300	1104400	5438900	534450	570270	1111700	1575400	7087200	4278700	26635000	5127100	14247000	5574800	16594000	5380500	13376000	9096100	10399000	900630	423410	933730	890350	1361300	498800	1806400	598420	689930	618290	846160	12900000	9744100	7280000	13486000	15681000	12690000	19150000	11100000	36281000	18388000	12973000
788210	461780	515130	347290	719970	417710	521550	406070	476010	394770	719900	507090	259390	416160	357790	645940	336160	363750	350040	381830	300250	509980	3202400	1264900	1234500	1401700	1088000	1256200	1011400	1650200	1515400	1519800	2690400	2971700	4440300	2709000	3882400	2395900	5937400	2605300	2535600	2453000	3905300	1767600	1054500	1337100	747220	1132300	893250	2077900	1091600	1132200	747560	1473400	2908800	1519400	2865600	1920100	3445100	1440200	1625000	1963500	1767700	1273500	3031500
121390	83744	99301	68680	77156	70007	100920	55871	93330	62729	148690	34212	22616	26446	31523	34881	22066	20194	17270	26689	15924	59361	272230	171290	145490	168510	174860	132760	150830	172400	136910	301660	86808	92882	177780	97014	198880	135430	208280	93861	99327	145860	213760	59080	56251	129040	62654	121070	79326	167030	93003	72806	66411	227340	78949	45003	48908	50696	52528	53789	39063	71160	44963	42400	146130
124530	81192	89435	62953	77846	71717	85383	64297	88211	68678	129900	103810	62743	71799	77639	99457	65734	62389	60016	76073	53472	136490	129430	77836	67214	77840	74749	63879	69806	83833	56262	168910	169680	149570	343360	169170	345800	231620	384900	147230	123720	265730	373920	19183	21868	39175	19169	40765	28411	47373	32744	25854	19689	79987	319340	107320	144600	121750	149890	124540	129810	237760	139960	98765	529300
14766	38280	25171	45916	22429	38513	37041	12715	40754	27578	23578	4622.7	6545.2	6911.1	8513.7	6593.3	8021.8	9119.9	7160.9	12777	21672	11577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48781	42661	50090	40100	53970	42443	48550	45133	73537	46453	32128	3532.5	4159.5	3950.8	5360.1	4157.7	4672.5	6616.3	6454	13794	9761.6	4712.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114110	57851	46048	229780	101910	66319	113950	38024	158980	131470	304330	104970	31168	34938	33290	430870	37953	47320	147480	35186	70063	140150	590020	225900	202820	143510	139750	166370	218190	389310	122620	569090	431870	271880	1464300	257500	341850	287860	359250	407330	1064000	417560	1117400	316990	147570	112060	186850	154970	190330	167110	175670	369980	142540	386880	745520	336790	180990	339140	1093800	1448000	198690	1094400	281790	236670	826570
482090	496000	458100	457290	430330	336230	538530	198050	344910	427340	508790	513100	374440	260430	208590	722810	345100	424450	458670	279300	497100	436350	1018000	790730	853050	1199000	891700	1482500	1250400	1530700	773640	917650	4398500	3867700	6777400	3992700	5304300	4727200	4560000	3875500	6598900	3979200	5843300	2002300	859590	1330500	1936400	1044400	1217900	1170000	1441300	1773200	1384900	1082100	4849700	6577800	5099700	6334800	5687100	5222600	4125400	6022700	5895100	4262500	3546500
200350	218430	191130	181900	168330	164110	195480	163450	143820	171270	205020	96668	69704	97518	85990	94435	91833	97909	81240	87581	86478	102120	194860	200080	213720	183850	177680	202770	231740	244010	241540	208580	1062700	1763700	1834300	1615900	1587000	1250600	656400	1425000	1578300	1411000	1708500	207400	237340	194540	209990	190240	201180	222820	203260	134920	165150	222520	1609000	1976800	1696100	2233500	2020200	1282700	1778500	1879300	1635100	1750600	1725800
301490	378060	289740	311110	296090	277490	288220	274610	226780	304550	339670	261530	191190	260300	244730	276590	267470	268580	235840	261350	248670	292090	632300	693420	719330	624080	577930	667170	752720	814480	781680	683750	3386000	4616400	4831200	4339800	4543200	3737900	2209100	3652000	4494100	4316900	4268500	858010	796130	785240	888810	871900	908750	943780	834140	549240	715830	737930	4794100	5639500	4829000	6292500	5778200	3802900	4875200	5138500	4896500	5017300	4574900
243190	314420	237980	252930	200990	236930	257020	233450	197370	264060	311090	182800	148310	193270	175820	173230	197270	189070	164050	177580	188030	220600	377940	483770	474040	411290	366970	448120	504100	538630	496200	521340	1668100	2294300	2346300	2104600	2136300	1892100	1049200	1867500	2212500	2160100	2289200	448320	398550	446880	477800	508770	490730	534910	456420	273650	401410	440350	3524800	4807500	3891100	5483100	4684200	2724200	3692300	3881200	3908100	3942700	4385500
1234800	730880	943130	815570	1012200	725520	1009100	649890	960250	870550	1061900	944340	554150	749820	774230	793890	637130	782260	844980	674140	711990	915970	1802000	1838900	1685200	1534700	1527100	2075700	1913500	2666600	1629400	1758800	5501100	4892400	7605300	5067300	5105200	4115900	4916300	3255900	4856200	6845400	5334400	1954000	1502900	1739900	1599100	1368300	1729400	1472700	1820500	1872100	1413700	1553800	10676000	6521400	6571800	6811100	8867700	9427600	6153600	8639600	7380200	5078700	6394400
1346000	1238700	1324800	1111300	1258800	1385200	1858400	1126600	1657900	1388900	1574600	1711800	1165900	1572700	798360	1325800	1333900	1707100	1168600	1748700	1259500	1703200	4447900	3725500	3412400	2237000	3119500	6800400	3071300	4668000	4311800	4616300	11819000	12869000	14156000	11808000	16734000	11443000	12385000	9416900	12645000	13679000	14954000	6650300	2877700	6012100	5581000	6795000	4973800	5473200	4044400	5157000	4436900	5067000	33093000	26772000	33964000	33338000	29687000	22906000	24766000	23145000	32104000	26245000	27494000
511930	403670	292290	327520	248210	288300	360050	281190	341000	369660	446220	557680	264540	442090	411880	485210	309280	331200	460530	293990	339130	514360	1165900	789830	728890	553360	593420	857340	646510	907510	644720	795520	2793400	2644200	2994200	2077000	1726300	1557500	3265600	1875000	2168300	2025700	2746300	787450	1007400	683730	600570	985080	723190	546420	706900	799190	731830	740750	4418000	2524100	2208800	2340800	3674700	3937000	2191800	2784300	2564500	2492000	3150400
3105800	3341100	3462300	2769500	3008200	4312600	4266600	3211000	4514200	3694700	3153300	5251800	3236500	3304100	3334900	3617300	3438500	3449200	2917200	4330300	2986300	3005600	7465600	7754200	8190900	7293400	9146000	11106000	11134000	8805900	9948200	7807000	22628000	29744000	30496000	29081000	47829000	17813000	34485000	17728000	37644000	37030000	23022000	2714800	4654000	12797000	4657800	12782000	3511100	3111900	15796000	5410000	4738700	7808800	25600000	14986000	36954000	44452000	20240000	16447000	14740000	26759000	21357000	20137000	29459000
655300	527290	644830	481590	466470	534810	986670	529380	968500	526350	782730	1041600	498170	791970	537720	437520	631340	658450	557100	634400	537240	850280	1140100	757850	724380	955160	964510	2053400	870110	1172100	1098100	1207800	4609300	4822000	6815000	6259700	10429000	4823200	6032400	4433000	7490400	4679400	8679100	1243400	967580	1439900	1325500	2191000	913930	1908700	856300	969180	984950	1221700	31809000	29491000	23837000	26064000	25501000	17382000	24493000	23461000	27147000	24601000	30058000
1584600	763030	1346100	708900	1388000	773060	1111800	676160	1160400	700340	1298600	1671700	586960	789760	746030	1295900	750380	912190	627740	1140800	704360	1197500	3197900	1397900	1333500	1693200	1260000	2526600	1426600	2226700	1445900	2083400	5458900	5172000	10909000	5071300	11455000	4602900	8566000	4334800	4990600	4933800	7182100	1885400	1307000	3011500	1529600	2718400	1526900	3080800	1361000	1768800	1261700	1890900	13610000	8166700	13286000	6950000	13486000	7847200	14116000	7791700	8296500	9047300	10622000
147760	208600	176270	232760	258910	242370	239610	178740	255700	193400	220000	285120	201830	239880	212170	149430	136190	246280	293930	243490	178300	237730	344570	473840	389980	229880	440300	415440	539670	818660	349570	464090	1474000	851380	648210	949010	603650	743360	792250	830540	566800	1120100	1163900	233990	308490	244780	316060	446880	294330	456050	269190	360230	484320	333800	1321400	912230	1038100	1143200	1010500	1096400	379700	1051700	1014800	1082700	1257900
